연번,상호명,업종,연락처,자치구,소재지,판매메뉴
329,롯데리아 (키자니아),양식,070-4015-2596,송파구,서울 송파구 올림픽로 240 2층,"리아미라클버거(비건), 어썸버거(비건)"
330,롯데리아 (학동역),양식,02-3443-9200,강남구,서울 강남구 학동로 219 국제빌딩,"리아미라클버거(비건), 어썸버거(비건)"
331,롯데리아 (한성대입구역),양식,02-763-8869,성북구,서울 성북구 동소문로 2,"리아미라클버거(비건), 어썸버거(비건)"
332,롯데리아 (혜화),양식,02-741-1956,종로구,서울 종로구 창경궁로 273,"리아미라클버거(비건), 어썸버거(비건)"
333,롯데리아 (홈플러스 강서),양식,02-3663-4301,강서구,서울 강서구 화곡로 398 홈플러스강서점 1F,"리아미라클버거(비건), 어썸버거(비건)"
334,롯데리아 (홈플러스 남현),양식,0507-1363-8917,관악구,서울 관악구 과천대로 909 남현프라자,"리아미라클버거(비건), 어썸버거(비건)"
335,롯데리아 (홈플러스방학),양식,02-3492-8182,도봉구,서울 도봉구 도봉로 678 홈플러스데스코㈜방학점,"리아미라클버거(비건), 어썸버거(비건)"
336,롯데리아 (홈플러스상봉),양식,02-433-1120,중랑구,서울 중랑구 망우로 353 홈플러스상봉점 1F,"리아미라클버거(비건), 어썸버거(비건)"
337,롯데리아 (홈플러스신내),양식,02-3423-1515,중랑구,서울 중랑구 신내로 201 홈플러스서울신내점,"리아미라클버거(비건), 어썸버거(비건)"
338,롯데리아 (홈플러스영등포),양식,02-2678-5250,영등포구,서울 영등포구 당산로 42,"리아미라클버거(비건), 어썸버거(비건)"
339,롯데리아 (홈플러스월곡),양식,02-915-1681,성북구,서울 성북구 화랑로 76,"리아미라클버거(비건), 어썸버거(비건)"
340,롯데리아 (홈플러스중계),양식,02-3296-0168,노원구,서울 노원구 동일로204가길 12 홈플러스중계점 B2,"리아미라클버거(비건), 어썸버거(비건)"
341,롯데리아 (홍은포방),양식,02-391-5550,서대문구,서울 서대문구 홍은중앙로 100 1층,"리아미라클버거(비건), 어썸버거(비건)"
342,롯데리아 (화곡시장),양식,02-2602-9160,강서구,서울 강서구 가로공원로76길 56 최인제내과의원,"리아미라클버거(비건), 어썸버거(비건)"
343,롯데리아 (화곡역),양식,0507-1356-3311,강서구,서울 강서구 화곡로 157 1층 롯데리아,"리아미라클버거(비건), 어썸버거(비건)"
344,롯데리아 (후암),양식,02-318-1599,용산구,서울 용산구 후암로 54,"리아미라클버거(비건), 어썸버거(비건)"
345,르베지왕,양식,0507-1432-0984,성동구,서울 성동구 왕십리로2길 30,"그린샐러드(락토오보,비건가능), 볶은버섯샐러드(오보,비건가능), 아보볼(페스코), 연어볼(페스코), 연어카도볼(페스코)"
346,르알레스카 가로수길(Le ALASKA),베이커리,02-546-5872,강남구,서울 강남구 압구정로14길 15,"바게트(비건), 치아바타(비건), 효모종(비건)"
347,리밍,중식,02-3453-4788,강남구,서울 강남구 테헤란로37길 27,"유니짜장(일반식,비건가능)"
348,릴리베이커리,카페,0507-1423-0888,광진구,서울 광진구 능동로13길 21 1층 릴리베이커리,바닐라사브레(비건)
349,마나님레시피(계동마나님),한식,02-722-2337,종로구,서울 종로구 윤보선길 65,"홍실국수(비건), 방실비빔밥(비건), 크리미 파스타(비건), 녹두찰밥set(비건), 그린 커리(비건), 수제치즈 오일파스타(락토,비건가능)"
350,마녀샐러드 (역삼),양식,02-568-8874,강남구,서울 강남구 강남대로94길 75,"버섯두부 샐러드(비건), 리코타치즈 샐러드(락토), 과일 박스(비건)"
351,마루 자연식김밥,분식,02-2223-2565,종로구,서울특별시 종로구 인사동길 35-4 105호,"유부 김밥(비건), 양념콩치킨(비건), 라면(비건), 메밀 국수 (비건), 김밥(비건), 우동(비건), 떡볶이(비건), 비건 오뎅(비건), 비건 핫바(비건)"
352,마리오네,양식,0507-1381-6779,성동구,서울 성동구 성수이로12길 15 1층,"마르게리따(락토,비건가능), 마르게리따 잘로(락토,비건가능), 마리나라(비건), VIP 4 포르마치(락토,비건가능), 톤노 마레(페스코), 봉골레 베라치(페스코), 4 포르마치(락토), 포카치아(락토)"
353,마마미베이커리,베이커리,02-971-1354,노원구,서울 노원구 한글비석로 405,빵 종류 일부 비건(비건)
354,마을찻집 마주이야기,카페,070-8615-6011,강북구,서울 강북구 인수봉로55길 10,"바삭한, 폭신한, 야무진 오늘빵(비건), 보드란 빵(비건), 마주찹쌀구이(비건), 콩차(비건), 잎차(비건), 꽃차(비건)"
355,마이클식당,한식,,마포구,서울 마포구 포은로6길 39,"토마토카레(비건), 채식 메뉴 (비건)"
356,마지,한식,02-536-5228,종로구,서울 종로구 자하문로5길 19,"연밥올림 (비건), 끼니올림 (비건), 점심 집밥 한상 (비건), 알천코스 (비건), 런치/디너코스 (비건), 마지구절판코스 (비건), 신선로코스 (비건), 나물구절판(비건), 신선로 (비건), 신선로 (비건), 버섯 덮밥(비건), 묵은지 덮밥(비건), 마지비빔밥(비건), 우엉잡채밥(비건), 배냉면(비건), 호박죽(비건), 도담두부(비건), 옹심이 미역국(비건), 들깨수제비(비건), 호두만두국(비건), 더덕구이(비건), 우엉잡채(비건), 유자청샐러드(비건), 오늘의 전(비건), 표고탕수 (비건), 표고탕수 (비건), 표고탕수 (비건)"
357,마치래빗 (상암),양식,02-6393-5205,마포구,서울 마포구 월드컵북로 402,"해피 비건 - 두부 스테이크(비건), 슬림 - 새우(페스코), 스키니 - 연어(페스코), 두도 - 두부 양송이 도시락(비건)"
358,마치래빗 (신사),양식,070-4531-4514,강남구,서울 강남구 논현로153길 45,"해피 비건 - 두부 스테이크(비건), 슬림 - 새우(페스코), 스키니 - 연어(페스코), 두도 - 두부 양송이 도시락(비건)"
359,마켓온오프 성수,한식,02-497-3535,성동구,서울 성동구 서울숲2길 43,"단호박 들기름 두부구이(비건), 모듬쌈채소&채소스틱(비건), 버섯&두부구이 채식한끼(비건)"
360,마히나 비건 테이블,양식,070-4105-5331,강남구,서울 강남구 논현로175길 75 2층,"포르치니 파스타(비건), 볼로네제 파스타(비건), 샹트랠 레몬 파슬리 파스타(비건), 루꼴라 바질 페스토 파스타(비건), 모렐 크림 파스타(비건), 새송이 구이 파스타(비건), 아보카도 프라이 샐러드 파스타(비건), 미트볼 파스타(비건), (비건), (비건), 그릴드 파인애플 버거(비건), 아보카도 프라이 루꼴라 버거(비건), 트리플 체다 치즈 버거(비건), (비건), (비건), 프레시 트러플 파스타(비건), (비건), (비건), (비건), (비건), (비건), (비건), (비건), (비건), (비건), 로마식 카르보나라 파스타(비건), 할라페뇨 더블 치킨 버거(비건), 치즈 피자(비건), 버섯 크림 피자(비건), 루꼴라 바질 페스토 피자(비건), 그릴드 파인애플 피자(비건), 콜리플라워 스테이크(비건), 치킨 통밀 크루통 시저 샐러드(비건), 으깬 감자 버섯 허브 샐러드(비건), 구운 두부 버섯 토마토 샐러드(비건), 자몽 파인애플 오렌지 샐러드(비건), 아보카도 버섯 생바질 샐러드(비건), 병아리콩 썬드라이 토마토 샐러드(비건), 사과 크랜베리 샐러드(비건), 체다 치즈 감자튀김(비건), 수제 피클(비건), 티라미수 케이크와 유기농 하와이 코나 블렌드 커피 시럽(비건), 뉴욕 치즈 케이크와 유기농 크렌베리 콩포도(비건), 카페 라떼 빙수와 초콜릿 크럼블(비건), 바닐라 아이스크림과 아몬드 버터 크럼블(비건), 유기농 하와이 코나 블렌드 커피 바닐라 아포가토(비건), 비건 초콜릿 트러플(비건)"
361,만리장성,중식,02-736-6679,종로구,서울 종로구 우정국로 42-2,"짜장(일반식,비건가능), 짬뽕(일반식,비건가능)"
362,머노까머나 (대학로),인도/중동,02-763-8850,종로구,서울 종로구 창경궁로 236 이화빌딩,"믹스 베지터블(비건), 알루 고비(비건), 차나 마살라(비건), 달 머커니(비건), 빨락 알루(비건), 알루 머터(비건), 빠니르 마카니(락토), 빨락 빠니르(락토), 머터 파닐 마살라(락토), 베지터블 짜오면(비건), 베지터블 브리야니(비건), 베지터블 커리 파스타(비건), 사모사(비건), 알루덤(비건), 파파드(비건), 마살라 파파드(비건)"
363,머노까머나 (신촌),인도/중동,02-338-4343,서대문구,서울 서대문구 연세로11길 13,"믹스 베지터블(비건), 알루 고비(비건), 차나 마살라(비건), 달 머커니(비건), 빨락 알루(비건), 알루 머터(비건), 빠니르 마카니(락토), 빨락 빠니르(락토), 머터 파닐 마살라(락토), 베지터블 짜오면(비건), 베지터블 브리야니(비건), 베지터블 커리 파스타(비건), 사모사(비건), 알루덤(비건), 파파드(비건), 마살라 파파드(비건)"
364,메밀부엌,한식,02-938-1582,노원구,서울 노원구 노해로 491 109호,"물 막국수(오보,비건가능), 비빔 막국수(오보,비건가능), 들깨 칼국수(페스코,비건가능), 들깨 수제비(페스코,비건가능), 메밀싹 비빔밥 (일반식,비건가능)"
365,메이크샐러드,양식,02-960-2231,동대문구,서울 동대문구 휘경로2길 16,"두부 샐러드(오보), 시즌드 머쉬룸 샐러드(오보), Make your own salad(비건,락토가능)"
366,메종데쎄종,베이커리,,종로구,서울 종로구 필운대로2길 25,"플랫브레드(비건),레몬케이크(비건),곡물식빵(비건)"
367,메종드비건,베이커리,010-2210-7890,마포구,서울 마포구 와우산로11길 9-8,"브라우니(비건), 마들렌(비건), 큐브(비건), 파운드(비건), 쿠키(비건), 스콘(비건), 메종 드 라떼(비건), 아포카토 브라우니(비건), 메종드 비건 무스(비건)"
368,멜라,인도/중동,0507-1338-6222,마포구,서울 마포구 월드컵북로 352-10 1층,베지터블 마살라커리(비건)
369,명동칼국수,한식,02-539-2898,강남구,서울 강남구 테헤란로 124,"비빔국수(비건), 콩국수(비건), 새싹비빔밥(일반식,비건가능)"
370,명동칼국수샤브샤브 (역삼디오빌),한식,02-2193-6060,강남구,서울 강남구 언주로 427,"비빔국수(오보,비건가능)"
371,모던김밥,분식,02-739-4930,종로구,서울 종로구 자하문로2길 10,"모던김밥(페스코,비건가능), 떡볶이(페스코)"
372,모던파머스,양식,02-414-0905,송파구,서울 송파구 올림픽로35가길 11,"연어 샐러드(페스코), 후무스 샐러드(비건), 리코타치즈 샐러드(락토), 아보카도 샐러드(비건)"
373,모로코코 카페,양식,02-794-8367,용산구,서울 용산구 신흥로 34,"당근샐러드(비건), Morocco over rice (비건,페스코가능)"
374,모모메이드,베이커리,010-5152-9950,양천구,서울 양천구 목동로9길 12,"오리지널 스콘(비건), 두유 플레인 스콘(비건), 모닝 쪽파 스콘(비건)"
375,모스가든,양식,02-546-8532,강남구,서울 강남구 논현로139길 12,"교토풍 토마토 쓰케(비건), 당근 호박 스프(비건), 둥근마 버섯 스프(비건), 가든 샐러드(비건), 비트 애플 샐러드(비건), 버섯 팜메이드 샐러드(비건), 퀴노아 아보카도 샐러드(비건)"
376,몽크스부처,양식,02-790-1108,용산구,서울 용산구 이태원로 228-1,"MONK'S SEASONAL FRESH SALAD(비건), CAULIFLOWER STEAK WITH PECAN ROMESCO(비건), FRENCH FRIES(비건), COCONUT CURRY(비건), TOM YUM NODDLE SOUP(비건), PEANUT SOBA NOODLE SALAD(비건), BEYOND BURGER(비건), WATER PARSLEY CREAM PASTA(비건), CHOCOLATE MOUSSE WITH SEASONAL FRUIT(비건), KATSU CURRY(락토), TOM YUM FRIED RICE(비건), SWEET&SOUR CHICKEN WITH FRIED RICE(비건), BLCAK OLIVE OIL PASTA(비건), SPINACH&BRIE CHEESE BAKE(락토), MEXICAN SALSA PIZZA(비건), GRILLED CAMEMBERT CHEESE(락토), CHEESE AND FRUIT PLATTER(비건), ICE CREAM WITH FRESH SEASONAL FRUIT(비건), EXTRA BREAD(비건)"
377,몽타이,동남아,02-6339-0802,마포구,서울 마포구 포은로5길 47,"버섯튀김(일반식,비건가능), 야채튀김+샐러드(비건), 해산물 쌀국수(페스코,비건가능), 팟타이(일반식,비건가능), 버섯볶음밥(일반식,비건가능), 얌운센(일반식,비건가능), 에그누들 볶음국수(페스코,비건가능), 톰얌꿍(일반식,비건가능), 톰얌팍(일반식,비건가능), 톰얌 파스타(락토,비건가능)"
378,무대륙,카페,02-332-8333,마포구,서울 마포구 토정로5길 12,"카페라떼(락토,비건가능), 버섯 할라피뇨 오일 파스타(비건), 채식 김치볶음밥(비건), 구운가지 베이글 샌드위치(락토,비건가능), 토마토 아보카도 베이글 샌드위치(비건), 과카몰리딥 베지나쵸(비건), 허머스딥 베지보드(비건), 케일사과 샐러드(비건), 허브 마리네이드 올리브절임(비건), 새송이튀김(비건), 어니언링(비건), 감자튀김(비건)"
379,미니마이즈,카페,0507-1431-1240,용산구,서울 용산구 독서당로 65-1 지하1층,비건베이커리(비건)
380,미당순두부,한식,02-2277-8090,종로구,서울 종로구 청계천로 97-12,"토속순두부(비건), 콩국수(오보,비건가능), 해물순두부(페스코), 청국장(페스코), 된장찌개(페스코), 두부버섯전골(페스코)"
381,미락,분식,02-501-0310,강남구,서울 강남구 언주로107길 43,"김밥(일반식,비건가능), 들깨수제비(페스코,비건가능), 칼국수(페스코,비건가능)"
382,미스터 케밥,인도/중동,0507-1334-1997,용산구,서울 용산구 이태원로 192,"팔라펠 랩(비건),팔라펠 점보(비건),팔라펠 플레이트(비건)"
383,밀과보리,한식,02-747-5145,종로구,서울 종로구 창덕궁1길 32,"보리비빔밥(비건), 감자전(비건), 곤드레밥(비건)"
384,밀토니아,카페,010-2690-0683,마포구,서울 마포구 월드컵로7길 73,마롱세이글(비건)
